file,dev,samples,r/s_avg,r/s_p95,r/s_max,w/s_avg,w/s_p95,wkB/s_avg,wkB/s_p95,wkB/s_max,%util_avg,%util_p95,%util_max
burstgpt_70b_users8_full_20260608_114604.log,loop0,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop1,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop10,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop11,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop12,610,0.00014754098360655738,0.0,0.09,-0.00014754098360655738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop13,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop14,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop15,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop16,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop17,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop18,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop19,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop2,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop20,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop21,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop3,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop4,610,3.278688524590164e-05,0.0,0.02,-3.278688524590164e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop5,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop6,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop7,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop8,610,9.836065573770491e-05,0.0,0.06,-9.836065573770491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,loop9,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,nvme0n1,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,nvme1n1,610,14422.366901639345,35964.049999999996,39848.0,-14391.980032786885,68.76499999999999,172123.05206557378,462309.37599999993,859463.68,30.386868852459017,68.76499999999999,77.2
burstgpt_70b_users8_full_20260608_114604.log,nvme2n1,610,6.557377049180328e-05,0.0,0.04,-6.557377049180328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burstgpt_70b_users8_full_20260608_114604.log,nvme3n1,610,1.639344262295082e-05,0.0,0.01,-1.639344262295082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
